title,release_date,release_year,revenue,budget,return,belongs_to_collection,production_companies,production_countries,spoken_languages,id,vote_average,vote_count,popularity,genero
The Trip to Italy,2014-04-24,2014.0,0.0,0.0,0.0,The Trip Collection,,,,242088,6.4,100.0,5.61555,Comedy
Food,1993-01-01,1993.0,0.0,0.0,0.0,,,,,60316,7.6,18.0,0.936181,Animation
For a Woman,2013-07-03,2013.0,0.0,0.0,0.0,,,,,199977,6.0,11.0,1.504809,Drama
Earth to Echo,2014-06-14,2014.0,45300000.0,13000000.0,3.4846153846153847,,,,,238603,5.7,294.0,12.412221,Family
Two Lives,2012-10-19,2012.0,0.0,0.0,0.0,,,,,149893,6.3,22.0,2.793306,Drama
Largo Winch II,2011-02-16,2011.0,0.0,21169000.0,0.0,Largo Winch Collection,,,,57331,5.9,127.0,6.643015,Action
Westfront 1918,1930-05-23,1930.0,0.0,0.0,0.0,,,,,80705,5.8,5.0,1.059412,Drama
Maidentrip,2014-01-17,2014.0,0.0,0.0,0.0,,,,,169760,7.4,27.0,1.549318,Adventure
Kidnapped for Christ,2014-04-09,2014.0,0.0,0.0,0.0,,,,,262904,6.7,13.0,1.043893,Documentary
8-Ball,2013-02-22,2013.0,0.0,0.0,0.0,,,,,161056,6.1,14.0,1.108516,Drama
Maata meren alla,2009-01-23,2009.0,0.0,0.0,0.0,,,,,164419,6.0,1.0,0.083439,
Step Up All In,2014-07-16,2014.0,86165646.0,45000000.0,1.9147921333333333,Step Up Collection,,,,243683,6.7,649.0,8.588926,Romance
The Mystery of the 13th Guest,1943-11-05,1943.0,0.0,0.0,0.0,,,,,118953,4.3,3.0,0.306761,Thriller
Invasion of the Star Creatures,1962-05-03,1962.0,0.0,0.0,0.0,,,,,46076,4.0,3.0,0.419399,Science Fiction
Gog,1954-06-04,1954.0,0.0,250000.0,0.0,,,,,63333,5.4,11.0,1.106166,Thriller
Video Games: The Movie,2014-07-18,2014.0,0.0,0.0,0.0,,,,,269100,5.9,91.0,11.564066,History
The Girl Who Talked to Dolphins,2014-06-17,2014.0,0.0,0.0,0.0,,,,,276621,5.5,1.0,0.077813,Documentary
Val Lewton: The Man in the Shadows,2007-09-02,2007.0,0.0,0.0,0.0,,,,,116495,7.0,5.0,0.722011,Documentary
Return to Life,1937-12-31,1937.0,0.0,0.0,0.0,,,,,438144,0.0,0.0,0.001177,War
Sharktopus vs Pteracuda,2014-08-02,2014.0,0.0,0.0,0.0,Sharktopus Collection,,,,284711,4.2,21.0,1.887713,Horror
The Key,1934-06-09,1934.0,0.0,0.0,0.0,,,,,53865,0.0,0.0,0.184905,Drama
A Day's Pleasure,1919-12-15,1919.0,0.0,0.0,0.0,,,,,53425,5.6,15.0,0.331941,Comedy
America 3000,1986-04-08,1986.0,0.0,2000000.0,0.0,,,,,27270,3.8,6.0,1.354171,Action
An Eye for an Eye,1957-09-13,1957.0,0.0,0.0,0.0,,,,,204213,0.0,0.0,0.01674,Drama
Andy Hardy's Blonde Trouble,1944-05-04,1944.0,0.0,0.0,0.0,,,,,92848,6.3,2.0,0.51294,Comedy
Sexual Life,2005-01-05,2005.0,0.0,0.0,0.0,,,,,63334,4.0,1.0,0.116586,Comedy
Life After Beth,2014-08-15,2014.0,88273.0,2400000.0,0.03678041666666667,,,,,244566,5.0,235.0,5.486893,Romance
Lowlands,1954-02-11,1954.0,0.0,8500000.0,0.0,,,,,7983,6.0,4.0,0.146824,Drama
Around June,2011-09-30,2011.0,0.0,0.0,0.0,,,,,69325,4.0,1.0,0.06636,Animation
C.C. and Company,1970-10-14,1970.0,0.0,0.0,0.0,,,,,50372,6.0,1.0,0.350216,Action
Felony,2014-08-28,2014.0,0.0,0.0,0.0,,,,,209269,5.4,52.0,4.273751,Mystery
The Rover,2014-05-18,2014.0,2295423.0,12250000.0,0.1873814693877551,,,,,157845,6.1,295.0,6.561373,Crime
Slaying the Badger,2014-07-22,2014.0,0.0,0.0,0.0,,,,,261813,10.0,1.0,0.050663,Documentary
Shark!,1969-10-08,1969.0,0.0,0.0,0.0,,,,,4992,2.0,1.0,0.412384,Action
The Italian,2010-07-07,2010.0,0.0,0.0,0.0,,,,,44155,5.5,53.0,3.157512,Comedy
Get on Up,2014-08-01,2014.0,31911598.0,0.0,0.0,,,,,239566,6.4,158.0,7.92736,Drama
The Last Mogul,2005-06-24,2005.0,0.0,0.0,0.0,,,,,192143,4.5,4.0,0.563171,Documentary
1,2013-09-30,2013.0,0.0,0.0,0.0,,,,,217316,7.3,36.0,7.732143,Documentary
The Suspect,2013-12-24,2013.0,0.0,0.0,0.0,,,,,242454,6.9,47.0,2.881797,Action
Space Milkshake,2012-10-26,2012.0,0.0,0.0,0.0,,,,,167948,5.7,18.0,1.737986,Science Fiction
The Dog,2013-09-07,2013.0,0.0,0.0,0.0,,,,,212849,6.6,10.0,1.245958,Documentary
A Fool There Was,1915-01-12,1915.0,0.0,0.0,0.0,,,,,38730,5.3,6.0,0.303639,Drama
Magic in the Moonlight,2014-07-25,2014.0,51029361.0,16800000.0,3.0374619642857144,,,,,229297,6.5,749.0,6.626077,Comedy
Impudent Girl,1985-12-11,1985.0,0.0,0.0,0.0,,,,,61991,6.9,16.0,1.586668,Drama
Our Fathers,2005-05-11,2005.0,0.0,0.0,0.0,,,,,61050,5.6,5.0,0.736094,TV Movie
Pucked,2006-01-01,2006.0,0.0,0.0,0.0,,,,,36964,4.5,6.0,1.637948,Comedy
The Thirty Nine Steps,1978-11-04,1978.0,0.0,0.0,0.0,,,,,60287,7.3,14.0,6.622148,Mystery
Abby,1974-12-25,1974.0,0.0,0.0,0.0,,,,,78075,5.4,5.0,0.303398,Horror
And While We Were Here,2013-09-13,2013.0,0.0,0.0,0.0,,,,,139997,6.0,35.0,1.797315,Drama
Winter Sleep,2014-06-13,2014.0,0.0,0.0,0.0,,,,,265169,7.6,132.0,11.32208,Drama
When I Walk,2013-01-21,2013.0,0.0,0.0,0.0,,,,,159160,5.0,1.0,0.266326,
What! No Beer?,1933-02-10,1933.0,0.0,0.0,0.0,,,,,53576,0.0,0.0,0.001753,Comedy
In Order of Disappearance,2014-02-21,2014.0,0.0,4161012.0,0.0,,,,,252822,7.0,142.0,5.480099,Thriller
Housebound,2014-09-04,2014.0,0.0,0.0,0.0,,,,,253306,6.5,362.0,5.343018,Horror
Zarafa,2012-01-25,2012.0,0.0,10750000.0,0.0,,,,,94196,6.5,17.0,0.855606,Family
Le Nouveau Jean-Claude,2002-06-26,2002.0,0.0,0.0,0.0,,,,,64934,4.5,2.0,0.265559,Comedy
Screamtime,1983-01-01,1983.0,0.0,0.0,0.0,,,,,84986,4.8,3.0,0.038308,Horror
Very Happy Alexander,1968-02-09,1968.0,0.0,0.0,0.0,,,,,18628,5.5,22.0,2.779711,Comedy
The Hundred-Foot Journey,2014-08-06,2014.0,88880821.0,22000000.0,4.0400373181818185,,,,,228194,7.3,516.0,14.466789,Drama
Batman: Assault on Arkham,2014-08-12,2014.0,4571025.0,0.0,0.0,,,,,242643,7.3,298.0,6.0955,Thriller
White Frog,2012-03-07,2012.0,0.0,0.0,0.0,,,,,192623,5.5,21.0,2.092801,Drama
Where the Trail Ends,2012-09-19,2012.0,0.0,0.0,0.0,,,,,133786,7.5,13.0,0.558363,Documentary
A Bell for Adano,1945-06-21,1945.0,0.0,0.0,0.0,,,,,117959,0.0,1.0,0.411053,
A Lady Without Passport,1950-08-03,1950.0,0.0,0.0,0.0,,,,,30195,2.2,3.0,0.753699,Thriller
Ambush,1950-01-13,1950.0,0.0,0.0,0.0,,,,,151310,4.2,5.0,0.688155,Western
Ambush,1973-01-05,1973.0,0.0,0.0,0.0,,,,,107891,6.0,1.0,0.566999,Action
R100,2013-10-05,2013.0,0.0,5500000.0,0.0,,,,,193722,5.4,31.0,3.401742,Comedy
Rituals,1977-07-21,1977.0,0.0,0.0,0.0,,,,,67822,6.6,13.0,0.912787,Adventure
American Revolutionary: The Evolution of Grace Lee Boggs,2013-06-16,2013.0,0.0,0.0,0.0,,,,,201361,0.0,0.0,0.016661,Documentary
The Dragon Missile,1976-04-24,1976.0,0.0,0.0,0.0,,,,,107828,6.7,3.0,0.52349,Action
The Fifth Cord,1971-08-28,1971.0,0.0,0.0,0.0,,,,,42676,5.8,8.0,0.524639,Mystery
The Den,2013-12-12,2013.0,0.0,0.0,0.0,,,,,244610,6.2,123.0,7.752544,Horror
Zero Motivation,2014-06-26,2014.0,0.0,0.0,0.0,,,,,261825,6.2,26.0,0.99059,Drama
Blade on the Feather,1980-10-19,1980.0,0.0,0.0,0.0,,,,,120212,0.0,0.0,0.441143,Action
Calling Bulldog Drummond,1951-12-14,1951.0,0.0,0.0,0.0,,,,,161602,6.0,1.0,0.380778,Mystery
Free Samples,2012-05-20,2012.0,0.0,0.0,0.0,,,,,106337,6.0,14.0,1.891224,Comedy
Quicksand,2003-01-08,2003.0,0.0,0.0,0.0,,,,,47517,5.9,10.0,8.878927,Action
Jupiter Ascending,2015-02-04,2015.0,183987723.0,176000003.0,1.0453847719536686,,,,,76757,5.2,2816.0,21.463465,Science Fiction
Teenage Mutant Ninja Turtles,2014-08-07,2014.0,477200000.0,125000000.0,3.8176,Teenage Mutant Ninja Turtles (Remake) Collection,,,,98566,5.8,2677.0,22.337973,Science Fiction
I'll Follow You Down,2013-07-28,2013.0,0.0,0.0,0.0,,,,,273404,6.0,66.0,4.968243,Science Fiction
Death in Buenos Aires,2014-05-05,2014.0,0.0,500000.0,0.0,,,,,296778,5.7,7.0,1.427255,Crime
Who the F**K Is Arthur Fogel,2013-03-22,2013.0,0.0,0.0,0.0,,,,,254446,5.0,1.0,0.071652,Documentary
Camouflage,2001-01-09,2001.0,0.0,0.0,0.0,,,,,56085,4.8,8.0,0.976349,Action
Rob the Mob,2014-03-21,2014.0,206909.0,0.0,0.0,,,,,243935,6.2,96.0,7.731183,Crime
The Hero,1966-05-06,1966.0,0.0,0.0,0.0,,,,,112999,7.6,7.0,0.517052,Drama
The Old Lady and the Pigeons,1997-06-02,1997.0,0.0,0.0,0.0,,,,,48347,7.6,19.0,1.314881,Animation
The Reckoning,2014-08-06,2014.0,0.0,0.0,0.0,,,,,137876,4.7,16.0,6.489398,Mystery
The Giver,2014-08-11,2014.0,66980456.0,25000000.0,2.67921824,,,,,227156,6.4,1859.0,12.472206,Drama
Only God Knows,2006-01-20,2006.0,0.0,0.0,0.0,,,,,62045,6.3,3.0,0.684859,Drama
The Pretty One,2014-02-07,2014.0,13769.0,0.0,0.0,,,,,174337,6.1,83.0,9.197511,Comedy
Revenge of the Green Dragons,2014-03-15,2014.0,0.0,5000000.0,0.0,,,,,286709,5.2,34.0,2.820466,Drama
Unborn in the USA: Inside the War on Abortion,2007-06-15,2007.0,0.0,0.0,0.0,,,,,53544,7.0,1.0,0.041153,Documentary
Mr. Wong in Chinatown,1939-08-01,1939.0,0.0,0.0,0.0,Mr. Wong Collection,,,,59701,4.5,3.0,0.165704,Mystery
Maniacts,2001-12-06,2001.0,0.0,0.0,0.0,,,,,210739,6.5,2.0,0.357354,
Cane Toads: The Conquest,2010-01-26,2010.0,0.0,0.0,0.0,,,,,54487,6.8,8.0,0.295907,Documentary
So Much So Fast,2006-10-09,2006.0,0.0,0.0,0.0,,,,,81543,8.5,2.0,0.074118,Documentary
What About Dick?,2012-11-13,2012.0,0.0,0.0,0.0,,,,,143295,8.0,1.0,0.912708,
Crossroads,1942-07-23,1942.0,0.0,0.0,0.0,,,,,42825,7.1,6.0,0.256422,Crime
Rendezvous,1935-10-25,1935.0,0.0,0.0,0.0,,,,,53860,5.1,4.0,0.147055,Comedy
Let's Be Cops,2014-08-13,2014.0,136621271.0,17000000.0,8.036545352941177,,,,,193893,6.4,1234.0,15.962793,Comedy
Can I Do It Till I Need Glasses?,1977-08-01,1977.0,0.0,0.0,0.0,,,,,5800,4.0,1.0,0.831305,Comedy
Paradise,2013-10-18,2013.0,0.0,0.0,0.0,,,,,152756,5.0,24.0,4.328691,Comedy
My way to Olympia,2013-10-17,2013.0,0.0,0.0,0.0,,,,,240679,5.0,1.0,0.047085,Documentary
Far Out Isn't Far Enough: The Tomi Ungerer Story,2012-10-15,2012.0,0.0,0.0,0.0,,,,,124069,7.2,3.0,0.137666,
D-Day The Sixth of June,1956-05-29,1956.0,0.0,0.0,0.0,,,,,64129,6.4,5.0,1.015895,Drama
Direct from Brooklyn,1999-01-01,1999.0,0.0,0.0,0.0,,,,,30057,0.0,0.0,0.001651,Music
The Autobiography of Miss Jane Pittman,1974-01-01,1974.0,0.0,0.0,0.0,,,,,57868,3.3,4.0,0.617547,Drama
The Strangler,1964-04-01,1964.0,0.0,0.0,0.0,,,,,42796,8.5,2.0,0.09055,Horror
You and Me,1971-10-25,1971.0,0.0,0.0,0.0,,,,,146428,7.0,3.0,0.112462,
Alexander: The Neva Battle,2008-05-01,2008.0,0.0,0.0,0.0,,,,,25032,3.8,2.0,1.524195,War
An Act of Murder,1948-12-05,1948.0,0.0,0.0,0.0,,,,,37352,7.3,3.0,0.403008,Crime
Antboy,2013-09-07,2013.0,0.0,0.0,0.0,Antboy Collection,,,,198436,5.3,40.0,6.383492,Comedy
Antboy: Revenge of the Red Fury,2014-12-25,2014.0,0.0,0.0,0.0,Antboy Collection,,,,314285,6.7,19.0,1.734211,Adventure
Appleseed Alpha,2014-05-28,2014.0,0.0,0.0,0.0,Appleseed Collection,,,,269650,6.4,154.0,3.770032,Animation
Generation Um...,2012-07-11,2012.0,0.0,0.0,0.0,,,,,124972,4.1,19.0,3.137385,Drama
Carry On... Up the Khyber,1968-11-28,1968.0,0.0,0.0,0.0,The Carry On Collection,,,,22937,6.9,25.0,4.799837,Adventure
The Wise Guys,1965-10-22,1965.0,0.0,0.0,0.0,,,,,74767,7.1,15.0,0.825397,Adventure
Switch,2011-06-04,2011.0,0.0,0.0,0.0,,,,,69225,6.1,33.0,9.509765,Crime
Six Days in June,2007-05-18,2007.0,0.0,0.0,0.0,,,,,55225,0.0,0.0,0.00876,Documentary
Snake River Desperadoes,1951-05-30,1951.0,0.0,0.0,0.0,The Durango Kid,,,,292893,3.5,1.0,0.332574,Western
Bad Johnson,2014-05-02,2014.0,0.0,0.0,0.0,,,,,258805,4.5,46.0,2.53601,Fantasy
Campus Rhythm,1943-11-19,1943.0,0.0,0.0,0.0,,,,,108010,4.0,1.0,0.602071,Romance
Captain Blood,1960-10-05,1960.0,0.0,0.0,0.0,,,,,56268,6.3,9.0,1.280777,Action
The Inbetweeners 2,2014-08-06,2014.0,0.0,0.0,0.0,The Inbetweeners Collection,,,,242022,6.1,214.0,6.3567,Comedy
Jesse Stone: Thin Ice,2009-03-01,2009.0,0.0,0.0,0.0,Jesse Stone Collection,,,,22555,6.7,19.0,3.30642,TV Movie
State Affairs,2009-11-25,2009.0,0.0,0.0,0.0,,,,,36138,6.0,7.0,1.16594,Thriller
The First Man,2011-09-09,2011.0,0.0,0.0,0.0,,,,,85547,5.6,9.0,0.345772,Drama
Sarraounia,1986-07-01,1986.0,0.0,0.0,0.0,,,,,162532,5.0,1.0,0.889029,War
Buud Yam,1997-09-10,1997.0,0.0,0.0,0.0,,,,,178606,5.0,1.0,0.109074,History
Captain Nemo and the Underwater City,1969-12-19,1969.0,0.0,0.0,0.0,,,,,56354,5.3,8.0,1.167913,Adventure
Breaking Point,1976-06-02,1976.0,0.0,0.0,0.0,,,,,71320,4.0,1.0,0.047467,Action
My Summer Story,1994-09-23,1994.0,70.0,0.0,0.0,,,,,81828,6.0,5.0,1.073743,Family
Age of Tomorrow,2014-06-10,2014.0,0.0,0.0,0.0,,,,,275619,2.9,24.0,4.909894,Thriller
Osaka Elegy,1936-05-28,1936.0,0.0,0.0,0.0,,,,,43877,6.3,13.0,0.648007,Drama
The Wild Party,1975-03-01,1975.0,0.0,0.0,0.0,,,,,112087,5.8,2.0,0.163675,Drama
The Phantom Stagecoach,1957-03-31,1957.0,0.0,0.0,0.0,,,,,292294,0.0,0.0,0.094121,Western
The Sacrament,2013-09-02,2013.0,9221.0,4000000.0,0.00230525,,,,,211067,5.6,139.0,5.350658,Horror
Make Your Move,2013-08-07,2013.0,122.0,15.0,8.133333333333333,,,,,212769,6.2,30.0,6.792607,Music
Sin City: A Dame to Kill For,2014-08-20,2014.0,39407616.0,65000000.0,0.6062710153846154,Sin City Collection,,,,189,6.3,1314.0,20.623642,Crime
Authors Anonymous,2014-04-18,2014.0,0.0,0.0,0.0,,,,,255491,4.2,21.0,8.936308,Comedy
The Last Blitzkrieg,1959-01-01,1959.0,0.0,0.0,0.0,,,,,272261,4.5,2.0,0.636188,War
How to Be a Man,2013-08-10,2013.0,0.0,0.0,0.0,,,,,213417,6.3,19.0,1.393318,Comedy
Fingers at the Window,1942-04-22,1942.0,0.0,0.0,0.0,,,,,65210,4.5,2.0,0.260309,Drama
If I Stay,2014-08-21,2014.0,78874843.0,11000000.0,7.170440272727273,,,,,249164,7.3,1415.0,9.659244,Drama
WWE: The Rise & Fall of ECW,2004-11-16,2004.0,0.0,0.0,0.0,,,,,33209,7.5,2.0,0.321089,Documentary
A Circle of Deception,1960-11-01,1960.0,0.0,0.0,0.0,,,,,257377,0.0,0.0,0.005029,Drama
The Message,1976-03-09,1976.0,0.0,0.0,0.0,,,,,86997,7.6,11.0,0.000308,Adventure
All the Way Home,1963-10-17,1963.0,0.0,0.0,0.0,,,,,122698,5.5,2.0,1.406094,Drama
All the Way Home,1981-12-21,1981.0,0.0,0.0,0.0,,,,,358199,7.0,1.0,0.255935,
The Man Who Couldn't Say No,1975-11-21,1975.0,0.0,0.0,0.0,,,,,290274,5.0,1.0,0.000578,Comedy
The Other F Word,2011-11-02,2011.0,0.0,0.0,0.0,,,,,75785,6.4,19.0,1.083836,Music
A Message from Akira Kurosawa: For Beautiful Movies,2000-04-01,2000.0,0.0,0.0,0.0,,,,,123561,0.0,0.0,0.002224,Documentary
The Lights of Ten Thousand Homes,1948-01-01,1948.0,0.0,0.0,0.0,,,,,95372,5.0,1.0,0.353632,Drama
The Canal,2014-10-10,2014.0,0.0,0.0,0.0,,,,,265010,5.7,139.0,12.352907,Horror
Night Moves,2014-04-23,2014.0,0.0,0.0,0.0,,,,,157823,5.8,110.0,6.35282,Thriller
The Split,1968-11-04,1968.0,0.0,0.0,0.0,,,,,31937,6.0,5.0,0.812417,Action
Foreign Letters,2012-04-22,2012.0,0.0,0.0,0.0,,,,,176069,5.3,3.0,0.236013,
Boom!,1968-05-26,1968.0,0.0,0.0,0.0,,,,,85765,6.5,2.0,0.372306,Thriller
Avalon,2011-09-11,2011.0,0.0,0.0,0.0,,,,,82760,5.6,6.0,0.231768,Drama
Bandido!,1956-09-01,1956.0,0.0,0.0,0.0,,,,,44022,5.0,2.0,0.47236,Action
Barquero,1970-09-03,1970.0,0.0,0.0,0.0,,,,,32142,6.2,6.0,1.101769,Action
Beslan: Three Days in September,2006-01-01,2006.0,0.0,0.0,0.0,,,,,360380,0.0,0.0,0.003741,
Proxy,2013-09-19,2013.0,0.0,0.0,0.0,,,,,211065,5.9,45.0,2.344506,Drama
The Effect of Love,2007-08-16,2007.0,0.0,0.0,0.0,,,,,297677,4.0,2.0,0.327148,Drama
Boris Godunov,1986-10-14,1986.0,0.0,0.0,0.0,,,,,198460,2.5,2.0,0.008673,History
Happy New Year,1973-04-13,1973.0,0.0,0.0,0.0,,,,,76329,6.6,7.0,1.146448,Comedy
Are You Here,2013-09-07,2013.0,0.0,0.0,0.0,,,,,209244,5.0,108.0,10.10786,Comedy
Alligator Eyes,1990-01-01,1990.0,0.0,0.0,0.0,,,,,41810,0.0,0.0,0.000844,Drama
The Clown and The Kid,1961-12-27,1961.0,0.0,0.0,0.0,,,,,203245,0.0,0.0,0.002446,
Welcome to New York,2014-05-17,2014.0,0.0,0.0,0.0,,,,,197696,5.3,39.0,3.223466,Drama
"Two Days, One Night",2014-05-21,2014.0,6860853.0,7000000.0,0.9801218571428572,,,,,221902,6.8,327.0,6.868022,Drama
Kummeli V,2014-02-19,2014.0,0.0,0.0,0.0,,,,,257668,5.9,11.0,0.768578,Science Fiction
The Tunnel,1935-10-27,1935.0,0.0,0.0,0.0,,,,,29705,2.5,4.0,0.777387,Science Fiction
Losers' Club,2011-03-23,2011.0,0.0,0.0,0.0,,,,,60228,6.6,20.0,1.054826,Comedy
Lights Out,2013-12-01,2013.0,0.0,0.0,0.0,,,,,259761,7.5,71.0,4.08272,Horror
The Undertaker and His Pals,1966-07-01,1966.0,0.0,0.0,0.0,,,,,56702,4.6,5.0,0.312707,Comedy
2AM: The Smiling Man,2013-07-23,2013.0,0.0,0.0,0.0,,,,,297167,6.6,12.0,0.43588,Horror
How the Myth Was Made: A Study of Robert Flaherty's Man of Aran,1984-11-08,1984.0,0.0,0.0,0.0,,,,,288427,0.0,0.0,0.0525,Documentary
"I Love, You Love",1989-02-15,1989.0,0.0,0.0,0.0,,,,,245184,5.0,1.0,0.108353,Romance
"If Footmen Tire You, What Will Horses Do?",1971-01-01,1971.0,0.0,0.0,0.0,,,,,83310,6.0,1.0,0.000603,
The Space Movie,1980-11-17,1980.0,0.0,0.0,0.0,,,,,98355,3.8,2.0,0.12453,Documentary
Coherence,2013-09-19,2013.0,102617.0,0.0,0.0,,,,,220289,7.2,653.0,6.851243,Thriller
Just A Gigolo,1931-06-06,1931.0,0.0,0.0,0.0,,,,,202125,7.5,1.0,0.478877,Romance
Redwood Highway,2013-04-05,2013.0,0.0,0.0,0.0,,,,,262357,7.0,3.0,1.263743,Drama
The Scarlet Clue,1945-05-11,1945.0,0.0,0.0,0.0,Charlie Chan (Sidney Toler) Collection,,,,38467,5.9,8.0,0.477824,Mystery
A Birder's Guide to Everything,2013-04-21,2013.0,0.0,0.0,0.0,,,,,174326,6.5,19.0,2.401451,Comedy
A Woman's Tale,1991-09-26,1991.0,0.0,0.0,0.0,,,,,91207,4.3,3.0,0.114247,Comedy
Arsène Lupin Returns,1938-02-25,1938.0,0.0,0.0,0.0,,,,,127812,6.5,1.0,0.412253,Mystery
Beautiful,2008-02-14,2008.0,0.0,0.0,0.0,,,,,25747,6.6,8.0,1.705167,Drama
King's Faith,2013-04-26,2013.0,0.0,0.0,0.0,,,,,180856,7.0,4.0,0.175771,Drama
Cantinflas,2014-08-29,2014.0,0.0,0.0,0.0,,,,,261101,5.5,26.0,1.706992,Drama
The Pyramid,2014-12-04,2014.0,13865435.0,6500000.0,2.133143846153846,,,,,282813,4.6,365.0,9.312354,Horror
Exists,2014-03-17,2014.0,0.0,0.0,0.0,,,,,124470,4.8,87.0,5.364259,Horror
Waiting for Armageddon,2009-01-01,2009.0,0.0,0.0,0.0,,,,,39398,8.0,2.0,0.156913,Documentary
Life of Crime,2013-09-14,2013.0,265452.0,12000000.0,0.022121,,,,,209189,5.5,144.0,17.788579,Comedy
Cat Run 2,2014-08-19,2014.0,0.0,0.0,0.0,Cat Run Collection,,,,273621,4.5,18.0,2.246531,Action
"As Above, So Below",2014-08-14,2014.0,40100000.0,5000000.0,8.02,,,,,256274,6.1,788.0,10.846585,Horror
Hostile Witness,1968-11-01,1968.0,0.0,0.0,0.0,,,,,89092,6.3,4.0,0.349938,Drama
"Peace, Propaganda & the Promised Land",2005-01-28,2005.0,0.0,0.0,0.0,,,,,64973,6.4,4.0,0.166667,Documentary
Reel Bad Arabs: How Hollywood Vilifies a People,2006-01-01,2006.0,0.0,0.0,0.0,,,,,64522,5.9,6.0,0.263374,Documentary
A Blast,2014-08-12,2014.0,0.0,0.0,0.0,,,,,285692,5.5,5.0,0.444405,Thriller
Charlie Chan in the Secret Service,1944-02-14,1944.0,0.0,0.0,0.0,Charlie Chan (Sidney Toler) Collection,,,,38462,7.1,6.0,0.738818,Comedy
The Living Ghost,1942-08-11,1942.0,0.0,0.0,0.0,,,,,40951,4.0,4.0,0.876165,Thriller
Behind That Curtain,1929-06-28,1929.0,0.0,0.0,0.0,,,,,47571,4.1,5.0,0.190654,Crime
Breakout,2007-01-18,2007.0,0.0,0.0,0.0,,,,,74950,5.3,3.0,0.377012,Music
Bullet Scars,1942-03-07,1942.0,0.0,0.0,0.0,,,,,252956,0.0,0.0,0.148613,Crime
Never Make It Home,2011-06-24,2011.0,0.0,0.0,0.0,,,,,273656,0.0,0.0,0.007059,
The One I Love,2014-08-08,2014.0,0.0,0.0,0.0,,,,,242090,6.8,259.0,5.34697,Romance
Passenger Side,2009-10-28,2009.0,0.0,0.0,0.0,,,,,46737,5.7,9.0,0.423559,Comedy
Among Us,2011-11-10,2011.0,0.0,0.0,0.0,,,,,119700,3.2,3.0,0.274527,Drama
See You Next Tuesday,2013-10-11,2013.0,0.0,0.0,0.0,,,,,189277,5.7,3.0,0.175575,
Killing Us Softly 4: Advertising's Image Of Women,2010-01-01,2010.0,0.0,0.0,0.0,,,,,281468,7.0,1.0,0.063515,Documentary
No Logo: Taking Aim at the Brand Bullies,2003-07-01,2003.0,0.0,0.0,0.0,,,,,135800,0.0,0.0,0.0066,Documentary
Killing Us Softly 3: Advertising's Image of Women,1999-01-01,1999.0,0.0,0.0,0.0,,,,,64683,0.0,0.0,0.001684,Documentary
Headshot,2011-09-11,2011.0,0.0,0.0,0.0,,,,,88573,6.1,19.0,0.767896,Drama
El niño,2014-08-29,2014.0,0.0,0.0,0.0,,,,,247182,6.5,79.0,5.818608,Action
Antisocial,2013-07-31,2013.0,0.0,0.0,0.0,,,,,207780,4.6,34.0,4.107534,Horror
The Red Elvis,2007-02-13,2007.0,0.0,0.0,0.0,,,,,2692,8.0,1.0,0.123453,Documentary
The Codes of Gender,2010-10-13,2010.0,0.0,0.0,0.0,,,,,254775,6.1,4.0,0.215909,Documentary
The Guest,2014-09-17,2014.0,2367161.0,5000000.0,0.4734322,,,,,241848,6.5,661.0,6.441964,Mystery
Woodstock Diary,1994-08-14,1994.0,0.0,0.0,0.0,,,,,187458,0.0,0.0,0.002407,Music
Leprechaun: Origins,2014-08-22,2014.0,0.0,0.0,0.0,,,,,126172,3.8,59.0,4.438003,Horror
To Be Takei,2014-08-22,2014.0,0.0,0.0,0.0,,,,,250777,6.9,25.0,4.641786,Documentary
Captive Heart: The James Mink Story,1996-04-14,1996.0,0.0,0.0,0.0,,,,,402857,0.0,0.0,0.293905,Drama
Angry Video Game Nerd: The Movie,2014-07-21,2014.0,0.0,325927.0,0.0,,,,,94590,5.6,45.0,2.093933,Science Fiction
A Guy and a Gal,1975-06-25,1975.0,0.0,0.0,0.0,,,,,76846,6.0,1.0,0.5448,Comedy
Zaza,1938-12-29,1938.0,0.0,0.0,0.0,,,,,242683,0.0,0.0,1.12062,Drama
The Long Ride Home,2003-03-27,2003.0,0.0,3500000.0,0.0,,,,,98250,0.0,0.0,0.003301,Action
The Holy Man,1965-05-06,1965.0,0.0,0.0,0.0,,,,,198567,5.4,4.0,0.74982,Comedy
Bottled Up,2013-04-19,2013.0,0.0,0.0,0.0,,,,,174314,5.5,5.0,0.843111,Drama
The Beast Must Die,1974-04-01,1974.0,0.0,0.0,0.0,,,,,40218,6.2,10.0,0.996366,Horror
Vinyl,2000-08-01,2000.0,0.0,0.0,0.0,,,,,116569,7.0,4.0,0.606523,Documentary
Oklahoma Crude,1973-07-03,1973.0,0.0,0.0,0.0,,,,,147106,6.7,3.0,0.684588,Comedy
The Pyx,1973-09-08,1973.0,0.0,0.0,0.0,,,,,56364,5.6,8.0,0.034545,Crime
Nixon by Nixon: In His Own Words,2014-08-04,2014.0,0.0,0.0,0.0,,,,,285597,6.5,4.0,0.442069,Documentary
House of Women,1962-04-11,1962.0,0.0,0.0,0.0,,,,,117969,0.0,0.0,0.001884,Crime
A Dangerous Profession,1949-12-10,1949.0,0.0,0.0,0.0,,,,,49503,5.5,4.0,0.220933,Crime
